nohup: ignoring input
epoch 0 batch 0: loss:232.698227; accuracy:0.0622
epoch 4 batch 74: loss:3.223202; accuracy:0.0911
epoch 4 batch 75: loss:3.260548; accuracy:0.1156
epoch 4 batch 76: loss:3.206381; accuracy:0.1356
epoch 4 batch 77: loss:3.263551; accuracy:0.1000
epoch 4 batch 78: loss:3.269386; accuracy:0.0978
epoch 4 batch 79: loss:3.289459; accuracy:0.0911
epoch 4 batch 80: loss:3.273054; accuracy:0.0867
epoch 4 batch 81: loss:3.424315; accuracy:0.0578
epoch 4 batch 82: loss:3.191182; accuracy:0.1022
epoch 4 batch 83: loss:3.300294; accuracy:0.1022
epoch 4 batch 84: loss:3.315142; accuracy:0.0756
epoch 4 batch 85: loss:3.151920; accuracy:0.1200
epoch 4 batch 86: loss:3.328489; accuracy:0.0822
epoch 4 batch 87: loss:3.339199; accuracy:0.1022
epoch 4 batch 88: loss:3.352403; accuracy:0.0778
epoch 4 batch 89: loss:3.238588; accuracy:0.1000
epoch 4 batch 90: loss:3.315342; accuracy:0.0911
epoch 4 batch 91: loss:3.283088; accuracy:0.1133
epoch 4 batch 92: loss:3.271728; accuracy:0.1000
epoch 4 batch 93: loss:3.183688; accuracy:0.1111
epoch 4 batch 94: loss:3.309983; accuracy:0.0867
epoch 4 batch 95: loss:3.283830; accuracy:0.0867
epoch 4 batch 96: loss:3.337855; accuracy:0.0800
epoch 4 batch 97: loss:3.427541; accuracy:0.0489
epoch 4 batch 98: loss:3.309695; accuracy:0.0756
epoch 4 batch 99: loss:3.276121; accuracy:0.0844

epoch 4, on val, loss=1.5849 acc=0.3033

==> best loss model (loss = 1.584909), saving model...

epoch 5 batch 0: loss:3.354448; accuracy:0.0956
epoch 5 batch 1: loss:3.300797; accuracy:0.1022
epoch 5 batch 2: loss:3.215240; accuracy:0.1222
epoch 5 batch 3: loss:3.268088; accuracy:0.1022
epoch 5 batch 4: loss:3.422101; accuracy:0.0733
epoch 5 batch 5: loss:3.367052; accuracy:0.0489
epoch 5 batch 6: loss:3.215985; accuracy:0.1022
epoch 5 batch 7: loss:3.333045; accuracy:0.1178
epoch 5 batch 8: loss:3.356811; accuracy:0.0956
epoch 5 batch 9: loss:3.221385; accuracy:0.1089
epoch 5 batch 10: loss:3.242478; accuracy:0.0978
epoch 5 batch 11: loss:3.156044; accuracy:0.1200
epoch 5 batch 12: loss:3.269334; accuracy:0.0933
epoch 5 batch 13: loss:3.294712; accuracy:0.0889
epoch 5 batch 14: loss:3.371660; accuracy:0.0778
epoch 5 batch 15: loss:3.159877; accuracy:0.1311
epoch 5 batch 16: loss:3.290579; accuracy:0.0867
epoch 5 batch 17: loss:3.344035; accuracy:0.0778
epoch 5 batch 18: loss:3.275774; accuracy:0.0889
epoch 5 batch 19: loss:3.295727; accuracy:0.0844
epoch 5 batch 20: loss:3.196640; accuracy:0.1222
epoch 5 batch 21: loss:3.332483; accuracy:0.1111
epoch 5 batch 22: loss:3.148157; accuracy:0.1289
epoch 5 batch 23: loss:3.320935; accuracy:0.0822
epoch 5 batch 24: loss:3.195417; accuracy:0.1133
epoch 5 batch 25: loss:3.251034; accuracy:0.1111
epoch 5 batch 26: loss:3.218431; accuracy:0.1022
epoch 5 batch 27: loss:3.241562; accuracy:0.0867
epoch 5 batch 28: loss:3.329928; accuracy:0.0756
epoch 5 batch 29: loss:3.320653; accuracy:0.1000
epoch 5 batch 30: loss:3.243397; accuracy:0.0800
epoch 5 batch 31: loss:3.175318; accuracy:0.1111
epoch 5 batch 32: loss:3.204365; accuracy:0.0867
epoch 5 batch 33: loss:3.317224; accuracy:0.0778
epoch 5 batch 34: loss:3.218815; accuracy:0.1089
epoch 5 batch 35: loss:3.137215; accuracy:0.1267
epoch 5 batch 36: loss:3.210323; accuracy:0.1044
epoch 5 batch 37: loss:3.207612; accuracy:0.1067
epoch 5 batch 38: loss:3.147627; accuracy:0.1222
epoch 5 batch 39: loss:3.245646; accuracy:0.1044
epoch 5 batch 40: loss:3.356158; accuracy:0.0867
epoch 5 batch 41: loss:3.378320; accuracy:0.0956
epoch 5 batch 42: loss:3.281407; accuracy:0.1200
epoch 5 batch 43: loss:3.255496; accuracy:0.1022
epoch 5 batch 44: loss:3.367692; accuracy:0.0867
epoch 5 batch 45: loss:3.191012; accuracy:0.1400
epoch 5 batch 46: loss:3.271379; accuracy:0.1022
epoch 5 batch 47: loss:3.131336; accuracy:0.1311
epoch 5 batch 48: loss:3.261301; accuracy:0.1200
epoch 5 batch 49: loss:3.211580; accuracy:0.1156
epoch 5 batch 50: loss:3.244731; accuracy:0.1067
epoch 5 batch 51: loss:3.283065; accuracy:0.1089
epoch 5 batch 52: loss:3.322053; accuracy:0.0844
epoch 5 batch 53: loss:3.270809; accuracy:0.0867
epoch 5 batch 54: loss:3.314307; accuracy:0.0733
epoch 5 batch 55: loss:3.252229; accuracy:0.1044
epoch 5 batch 56: loss:3.231030; accuracy:0.1044
epoch 5 batch 57: loss:3.234428; accuracy:0.1333
epoch 5 batch 58: loss:3.327311; accuracy:0.1022
epoch 5 batch 59: loss:3.387061; accuracy:0.0467
epoch 5 batch 60: loss:3.316622; accuracy:0.0911
epoch 5 batch 61: loss:3.215055; accuracy:0.0978
epoch 5 batch 62: loss:3.184025; accuracy:0.1422
epoch 5 batch 63: loss:3.262530; accuracy:0.0978
epoch 5 batch 64: loss:3.134072; accuracy:0.1111
epoch 5 batch 65: loss:3.218224; accuracy:0.0933
epoch 5 batch 66: loss:3.243377; accuracy:0.0667
epoch 5 batch 67: loss:3.238113; accuracy:0.1044
epoch 5 batch 68: loss:3.414263; accuracy:0.0489
epoch 5 batch 69: loss:3.389163; accuracy:0.0622
epoch 5 batch 70: loss:3.289982; accuracy:0.1111
epoch 5 batch 71: loss:3.196455; accuracy:0.1289
epoch 5 batch 72: loss:3.306954; accuracy:0.0844
epoch 5 batch 73: loss:3.400815; accuracy:0.0600
epoch 5 batch 74: loss:3.238470; accuracy:0.0867
epoch 5 batch 75: loss:3.278650; accuracy:0.0756
epoch 5 batch 76: loss:3.196063; accuracy:0.1400
epoch 5 batch 77: loss:3.349269; accuracy:0.0778
epoch 5 batch 78: loss:3.379494; accuracy:0.0756
epoch 5 batch 79: loss:3.276411; accuracy:0.0867
epoch 5 batch 80: loss:3.214082; accuracy:0.0756
epoch 5 batch 81: loss:3.377011; accuracy:0.0756
epoch 5 batch 82: loss:3.157379; accuracy:0.1267
epoch 5 batch 83: loss:3.326750; accuracy:0.0689
epoch 5 batch 84: loss:3.256442; accuracy:0.0800
epoch 5 batch 85: loss:3.274671; accuracy:0.0689
epoch 5 batch 86: loss:3.339727; accuracy:0.0489
epoch 5 batch 87: loss:3.148689; accuracy:0.1333
epoch 5 batch 88: loss:3.242051; accuracy:0.1156
epoch 5 batch 89: loss:3.275124; accuracy:0.1244
epoch 5 batch 90: loss:3.177741; accuracy:0.0778
epoch 5 batch 91: loss:3.259068; accuracy:0.0733
epoch 5 batch 92: loss:3.155934; accuracy:0.1244
epoch 5 batch 93: loss:3.251851; accuracy:0.1067
epoch 5 batch 94: loss:3.246816; accuracy:0.1156
epoch 5 batch 95: loss:3.345624; accuracy:0.0711
epoch 5 batch 96: loss:3.216129; accuracy:0.1333
epoch 5 batch 97: loss:3.360956; accuracy:0.0467
epoch 5 batch 98: loss:3.162666; accuracy:0.1111
epoch 5 batch 99: loss:3.305079; accuracy:0.1133

epoch 5, on val, loss=1.5558 acc=0.3180

==> best loss model (loss = 1.555805), saving model...

epoch 6 batch 0: loss:3.323872; accuracy:0.0844
epoch 6 batch 1: loss:3.280888; accuracy:0.0933
epoch 6 batch 2: loss:3.266121; accuracy:0.1089
epoch 6 batch 3: loss:3.113622; accuracy:0.1644
epoch 6 batch 4: loss:3.337817; accuracy:0.0844
epoch 6 batch 5: loss:3.269771; accuracy:0.1067
epoch 6 batch 6: loss:3.120649; accuracy:0.1511
epoch 6 batch 7: loss:3.307819; accuracy:0.0956
epoch 6 batch 8: loss:3.302085; accuracy:0.0822
epoch 6 batch 9: loss:3.250540; accuracy:0.1200
epoch 6 batch 10: loss:3.130389; accuracy:0.1267
epoch 6 batch 11: loss:3.336092; accuracy:0.0756
epoch 6 batch 12: loss:3.248180; accuracy:0.1156
epoch 6 batch 13: loss:3.171124; accuracy:0.1222
epoch 6 batch 14: loss:3.285185; accuracy:0.0933
epoch 6 batch 15: loss:3.327921; accuracy:0.0689
epoch 6 batch 16: loss:3.246553; accuracy:0.0956
epoch 6 batch 17: loss:3.235084; accuracy:0.1133
epoch 6 batch 18: loss:3.180808; accuracy:0.1111
epoch 6 batch 19: loss:3.170866; accuracy:0.1467
epoch 6 batch 20: loss:3.275313; accuracy:0.0933
epoch 6 batch 21: loss:3.288358; accuracy:0.1111
epoch 6 batch 22: loss:3.205957; accuracy:0.1178
epoch 6 batch 23: loss:3.259429; accuracy:0.0800
epoch 6 batch 24: loss:3.257562; accuracy:0.1289
epoch 6 batch 25: loss:3.307793; accuracy:0.0667
epoch 6 batch 26: loss:3.263876; accuracy:0.0889
epoch 6 batch 27: loss:3.127253; accuracy:0.1511
epoch 6 batch 28: loss:3.290801; accuracy:0.0867
epoch 6 batch 29: loss:3.255211; accuracy:0.1222
epoch 6 batch 30: loss:3.330744; accuracy:0.0733
epoch 6 batch 31: loss:3.249150; accuracy:0.1244
epoch 6 batch 32: loss:3.275461; accuracy:0.0689
epoch 6 batch 33: loss:3.348833; accuracy:0.0778
epoch 6 batch 34: loss:3.250678; accuracy:0.1089
epoch 6 batch 35: loss:3.326655; accuracy:0.0911
epoch 6 batch 36: loss:3.255653; accuracy:0.0978
epoch 6 batch 37: loss:3.326035; accuracy:0.0933
epoch 6 batch 38: loss:3.152084; accuracy:0.1333
epoch 6 batch 39: loss:3.180599; accuracy:0.1333
epoch 6 batch 40: loss:3.308223; accuracy:0.0956
epoch 6 batch 41: loss:3.281054; accuracy:0.1178
epoch 6 batch 42: loss:3.291139; accuracy:0.0778
epoch 6 batch 43: loss:3.286144; accuracy:0.0978
epoch 6 batch 44: loss:3.186283; accuracy:0.1044
epoch 6 batch 45: loss:3.257591; accuracy:0.1111
epoch 6 batch 46: loss:3.324804; accuracy:0.1044
epoch 6 batch 47: loss:3.252625; accuracy:0.1244
epoch 6 batch 48: loss:3.208448; accuracy:0.0978
epoch 6 batch 49: loss:3.326969; accuracy:0.0933
epoch 6 batch 50: loss:3.359528; accuracy:0.0800
epoch 6 batch 51: loss:3.344271; accuracy:0.0689
epoch 6 batch 52: loss:3.269876; accuracy:0.1044
epoch 6 batch 53: loss:3.182085; accuracy:0.1133
epoch 6 batch 54: loss:3.307411; accuracy:0.0956
epoch 6 batch 55: loss:3.137372; accuracy:0.1267
epoch 6 batch 56: loss:3.325695; accuracy:0.0956
epoch 6 batch 57: loss:3.263160; accuracy:0.0956
epoch 6 batch 58: loss:3.250374; accuracy:0.1022
epoch 6 batch 59: loss:3.225353; accuracy:0.1089
epoch 6 batch 60: loss:3.340341; accuracy:0.0778
epoch 6 batch 61: loss:3.182254; accuracy:0.1111
epoch 6 batch 62: loss:3.174304; accuracy:0.1244
epoch 6 batch 63: loss:3.385422; accuracy:0.0800
epoch 6 batch 64: loss:3.186950; accuracy:0.1111
epoch 6 batch 65: loss:3.241215; accuracy:0.0911
epoch 6 batch 66: loss:3.286103; accuracy:0.0756
epoch 6 batch 67: loss:3.223083; accuracy:0.1133
epoch 6 batch 68: loss:3.155632; accuracy:0.1244
epoch 6 batch 69: loss:3.224962; accuracy:0.1222
epoch 6 batch 70: loss:3.234928; accuracy:0.1111
epoch 6 batch 71: loss:3.159925; accuracy:0.1333
epoch 6 batch 72: loss:3.217687; accuracy:0.1467
epoch 6 batch 73: loss:3.239846; accuracy:0.1067
epoch 6 batch 74: loss:3.334585; accuracy:0.0889
epoch 6 batch 75: loss:3.448334; accuracy:0.0578
epoch 6 batch 76: loss:3.292230; accuracy:0.1000
epoch 6 batch 77: loss:3.228724; accuracy:0.0844
epoch 6 batch 78: loss:3.256315; accuracy:0.0867
epoch 6 batch 79: loss:3.437791; accuracy:0.0711
epoch 6 batch 80: loss:3.296262; accuracy:0.0911
epoch 6 batch 81: loss:3.327456; accuracy:0.0800
epoch 6 batch 82: loss:3.339684; accuracy:0.0489
epoch 6 batch 83: loss:3.147314; accuracy:0.1311
epoch 6 batch 84: loss:3.230042; accuracy:0.0889
epoch 6 batch 85: loss:3.207014; accuracy:0.1089
epoch 6 batch 86: loss:3.265662; accuracy:0.0956
epoch 6 batch 87: loss:3.370403; accuracy:0.0733
epoch 6 batch 88: loss:3.174736; accuracy:0.1111
epoch 6 batch 89: loss:3.278022; accuracy:0.0867
epoch 6 batch 90: loss:3.234594; accuracy:0.1156
epoch 6 batch 91: loss:3.189698; accuracy:0.1178
epoch 6 batch 92: loss:3.118075; accuracy:0.1289
epoch 6 batch 93: loss:3.246453; accuracy:0.0933
epoch 6 batch 94: loss:3.277234; accuracy:0.0778
epoch 6 batch 95: loss:3.353956; accuracy:0.0778
epoch 6 batch 96: loss:3.163850; accuracy:0.1378
epoch 6 batch 97: loss:3.260853; accuracy:0.0644
epoch 6 batch 98: loss:3.256567; accuracy:0.0733
epoch 6 batch 99: loss:3.235439; accuracy:0.0867

epoch 6, on val, loss=1.5483 acc=0.3186

==> best loss model (loss = 1.548255), saving model...

epoch 7 batch 0: loss:3.220018; accuracy:0.1133
epoch 7 batch 1: loss:3.209742; accuracy:0.0778
epoch 7 batch 2: loss:3.141699; accuracy:0.1311
epoch 7 batch 3: loss:3.194870; accuracy:0.1200
epoch 7 batch 4: loss:3.262254; accuracy:0.1000
epoch 7 batch 5: loss:3.178341; accuracy:0.1222
epoch 7 batch 6: loss:3.034670; accuracy:0.1400
epoch 7 batch 7: loss:3.223888; accuracy:0.1178
epoch 7 batch 8: loss:3.062255; accuracy:0.1556
epoch 7 batch 9: loss:3.125564; accuracy:0.1422
epoch 7 batch 10: loss:3.373875; accuracy:0.0778
epoch 7 batch 11: loss:3.207945; accuracy:0.1133
epoch 7 batch 12: loss:3.234352; accuracy:0.1178
epoch 7 batch 13: loss:3.179661; accuracy:0.1378
epoch 7 batch 14: loss:3.209941; accuracy:0.0933
epoch 7 batch 15: loss:3.260376; accuracy:0.0711
epoch 7 batch 16: loss:3.280894; accuracy:0.1089
epoch 7 batch 17: loss:3.285236; accuracy:0.0867
epoch 7 batch 18: loss:3.259761; accuracy:0.1156
epoch 7 batch 19: loss:3.327346; accuracy:0.0733
epoch 7 batch 20: loss:3.341281; accuracy:0.0756
epoch 7 batch 21: loss:3.237445; accuracy:0.0956
epoch 7 batch 22: loss:3.172799; accuracy:0.1133
epoch 7 batch 23: loss:3.122794; accuracy:0.1311
epoch 7 batch 24: loss:3.317902; accuracy:0.0822
epoch 7 batch 25: loss:3.245569; accuracy:0.0889
epoch 7 batch 26: loss:3.262000; accuracy:0.1000
epoch 7 batch 27: loss:3.015234; accuracy:0.1689
epoch 7 batch 28: loss:3.237959; accuracy:0.0956
epoch 7 batch 29: loss:3.167381; accuracy:0.1244
epoch 7 batch 30: loss:3.186996; accuracy:0.1178
epoch 7 batch 31: loss:3.324986; accuracy:0.0911
epoch 7 batch 32: loss:3.166056; accuracy:0.1222
epoch 7 batch 33: loss:3.292410; accuracy:0.0867
epoch 7 batch 34: loss:3.131968; accuracy:0.1489
epoch 7 batch 35: loss:3.167624; accuracy:0.1289
epoch 7 batch 36: loss:3.341899; accuracy:0.0600
epoch 7 batch 37: loss:3.211718; accuracy:0.1000
epoch 7 batch 38: loss:3.209574; accuracy:0.1422
epoch 7 batch 39: loss:3.255038; accuracy:0.0956
epoch 7 batch 40: loss:3.473648; accuracy:0.0822
epoch 7 batch 41: loss:3.253254; accuracy:0.0889
epoch 7 batch 42: loss:3.184978; accuracy:0.1067
epoch 7 batch 43: loss:3.132724; accuracy:0.1400
epoch 7 batch 44: loss:3.157540; accuracy:0.1422
epoch 7 batch 45: loss:3.170738; accuracy:0.1333
epoch 7 batch 46: loss:3.297884; accuracy:0.0756
epoch 7 batch 47: loss:3.218706; accuracy:0.1022
epoch 7 batch 48: loss:3.181712; accuracy:0.1111
epoch 7 batch 49: loss:3.237472; accuracy:0.1044
epoch 7 batch 50: loss:3.408200; accuracy:0.0622
epoch 7 batch 51: loss:3.264948; accuracy:0.0689
epoch 7 batch 52: loss:3.256019; accuracy:0.1000
epoch 7 batch 53: loss:3.225138; accuracy:0.1422
epoch 7 batch 54: loss:3.262779; accuracy:0.1111
epoch 7 batch 55: loss:3.286816; accuracy:0.1156
epoch 7 batch 56: loss:3.360080; accuracy:0.1000
epoch 7 batch 57: loss:3.258865; accuracy:0.0978
epoch 7 batch 58: loss:3.176294; accuracy:0.1267
epoch 7 batch 59: loss:3.178920; accuracy:0.1222
epoch 7 batch 60: loss:3.203731; accuracy:0.1378
epoch 7 batch 61: loss:3.284762; accuracy:0.1000
epoch 7 batch 62: loss:3.225974; accuracy:0.0889
epoch 7 batch 63: loss:3.143251; accuracy:0.1400
epoch 7 batch 64: loss:3.203238; accuracy:0.0933
epoch 7 batch 65: loss:3.317258; accuracy:0.1022
epoch 7 batch 66: loss:3.229058; accuracy:0.1200
epoch 7 batch 67: loss:3.296678; accuracy:0.0889
epoch 7 batch 68: loss:3.254558; accuracy:0.1022
epoch 7 batch 69: loss:3.120464; accuracy:0.1533
epoch 7 batch 70: loss:3.166875; accuracy:0.1333
epoch 7 batch 71: loss:3.206874; accuracy:0.1244
epoch 7 batch 72: loss:3.206421; accuracy:0.1356
epoch 7 batch 73: loss:3.217346; accuracy:0.1133
epoch 7 batch 74: loss:3.234165; accuracy:0.0978
epoch 7 batch 75: loss:3.275581; accuracy:0.1111
epoch 7 batch 76: loss:3.240446; accuracy:0.1289
epoch 7 batch 77: loss:3.165614; accuracy:0.1356
epoch 7 batch 78: loss:3.275960; accuracy:0.1200
epoch 7 batch 79: loss:3.335886; accuracy:0.0867
epoch 7 batch 80: loss:3.114752; accuracy:0.0978
epoch 7 batch 81: loss:3.192165; accuracy:0.0911
epoch 7 batch 82: loss:3.166552; accuracy:0.1267
epoch 7 batch 83: loss:3.200392; accuracy:0.1089
epoch 7 batch 84: loss:3.131288; accuracy:0.1089
epoch 7 batch 85: loss:3.155523; accuracy:0.1156
epoch 7 batch 86: loss:3.326052; accuracy:0.0733
epoch 7 batch 87: loss:3.334087; accuracy:0.1111
epoch 7 batch 88: loss:3.225373; accuracy:0.1356
epoch 7 batch 89: loss:3.232168; accuracy:0.0978
epoch 7 batch 90: loss:3.210968; accuracy:0.1333
epoch 7 batch 91: loss:3.092570; accuracy:0.1356
epoch 7 batch 92: loss:3.199874; accuracy:0.1333
epoch 7 batch 93: loss:3.105074; accuracy:0.1422
epoch 7 batch 94: loss:3.160137; accuracy:0.1244
epoch 7 batch 95: loss:3.150091; accuracy:0.1422
epoch 7 batch 96: loss:3.197195; accuracy:0.1178
epoch 7 batch 97: loss:3.039884; accuracy:0.1444
epoch 7 batch 98: loss:3.277319; accuracy:0.1000
epoch 7 batch 99: loss:3.269120; accuracy:0.0889

epoch 7, on val, loss=1.5556 acc=0.3248

epoch 8 batch 0: loss:3.213648; accuracy:0.0933
epoch 8 batch 1: loss:3.253104; accuracy:0.1089
epoch 8 batch 2: loss:3.233262; accuracy:0.1311
epoch 8 batch 3: loss:3.230456; accuracy:0.1044
epoch 8 batch 4: loss:3.197124; accuracy:0.1333
epoch 8 batch 5: loss:3.213241; accuracy:0.1067
epoch 8 batch 6: loss:3.087567; accuracy:0.1467
epoch 8 batch 7: loss:3.215894; accuracy:0.1178
epoch 8 batch 8: loss:3.264226; accuracy:0.1000
epoch 8 batch 9: loss:3.142675; accuracy:0.1244
epoch 8 batch 10: loss:3.182405; accuracy:0.1222
epoch 8 batch 11: loss:3.241952; accuracy:0.1111
epoch 8 batch 12: loss:3.158669; accuracy:0.1289
epoch 8 batch 13: loss:3.412637; accuracy:0.0756
epoch 8 batch 14: loss:3.086959; accuracy:0.1511
epoch 8 batch 15: loss:3.132764; accuracy:0.1400
epoch 8 batch 16: loss:3.057282; accuracy:0.1333
epoch 8 batch 17: loss:3.210269; accuracy:0.1267
epoch 8 batch 18: loss:3.228942; accuracy:0.0911
epoch 8 batch 19: loss:3.180735; accuracy:0.1289
epoch 8 batch 20: loss:3.249962; accuracy:0.1044
epoch 8 batch 21: loss:3.244921; accuracy:0.1133
epoch 8 batch 22: loss:3.343372; accuracy:0.0978
epoch 8 batch 23: loss:3.172577; accuracy:0.1267
epoch 8 batch 24: loss:3.299986; accuracy:0.0778
epoch 8 batch 25: loss:3.345267; accuracy:0.0911
epoch 8 batch 26: loss:3.147779; accuracy:0.1400
epoch 8 batch 27: loss:3.244555; accuracy:0.1022
epoch 8 batch 28: loss:3.399297; accuracy:0.0667
epoch 8 batch 29: loss:3.178026; accuracy:0.1044
epoch 8 batch 30: loss:3.243352; accuracy:0.1200
epoch 8 batch 31: loss:3.284499; accuracy:0.0711
epoch 8 batch 32: loss:3.267025; accuracy:0.1089
epoch 8 batch 33: loss:3.312933; accuracy:0.0822
epoch 8 batch 34: loss:3.203050; accuracy:0.1244
epoch 8 batch 35: loss:3.272110; accuracy:0.0822
epoch 8 batch 36: loss:3.343272; accuracy:0.0711
epoch 8 batch 37: loss:3.173986; accuracy:0.1111
epoch 8 batch 38: loss:3.193486; accuracy:0.1222
epoch 8 batch 39: loss:3.258880; accuracy:0.0889
epoch 8 batch 40: loss:3.183360; accuracy:0.1133
epoch 8 batch 41: loss:3.319170; accuracy:0.0667
epoch 8 batch 42: loss:3.225127; accuracy:0.1333
epoch 8 batch 43: loss:3.237967; accuracy:0.1178
epoch 8 batch 44: loss:3.234218; accuracy:0.1000
epoch 8 batch 45: loss:3.182726; accuracy:0.0889
epoch 8 batch 46: loss:3.230587; accuracy:0.1044
epoch 8 batch 47: loss:3.321620; accuracy:0.0800
epoch 8 batch 48: loss:3.045752; accuracy:0.1556
epoch 8 batch 49: loss:3.197125; accuracy:0.1133
epoch 8 batch 50: loss:3.245858; accuracy:0.1400
epoch 8 batch 51: loss:3.188086; accuracy:0.0911
epoch 8 batch 52: loss:3.291734; accuracy:0.0822
epoch 8 batch 53: loss:3.305638; accuracy:0.0822
epoch 8 batch 54: loss:3.103817; accuracy:0.1111
epoch 8 batch 55: loss:3.212993; accuracy:0.1067
epoch 8 batch 56: loss:3.179228; accuracy:0.1489
epoch 8 batch 57: loss:3.348095; accuracy:0.0911
epoch 8 batch 58: loss:3.123745; accuracy:0.1556
epoch 8 batch 59: loss:3.200630; accuracy:0.0911
epoch 8 batch 60: loss:3.269017; accuracy:0.1044
epoch 8 batch 61: loss:3.322856; accuracy:0.0400
epoch 8 batch 62: loss:3.271878; accuracy:0.0889
epoch 8 batch 63: loss:3.169794; accuracy:0.1133
epoch 8 batch 64: loss:3.255937; accuracy:0.1111
epoch 8 batch 65: loss:3.217690; accuracy:0.0867
epoch 8 batch 66: loss:3.335686; accuracy:0.0956
epoch 8 batch 67: loss:3.060678; accuracy:0.1533
epoch 8 batch 68: loss:3.159922; accuracy:0.1089
epoch 8 batch 69: loss:3.417761; accuracy:0.0889
epoch 8 batch 70: loss:3.171388; accuracy:0.1178
epoch 8 batch 71: loss:3.133815; accuracy:0.1222
epoch 8 batch 72: loss:3.084957; accuracy:0.1244
epoch 8 batch 73: loss:3.125549; accuracy:0.1422
epoch 8 batch 74: loss:3.139277; accuracy:0.1178
epoch 8 batch 75: loss:3.252217; accuracy:0.0844
epoch 8 batch 76: loss:3.101486; accuracy:0.1333
epoch 8 batch 77: loss:3.230666; accuracy:0.1178
epoch 8 batch 78: loss:3.027378; accuracy:0.1956
epoch 8 batch 79: loss:3.242383; accuracy:0.0956
epoch 8 batch 80: loss:3.198121; accuracy:0.1133
epoch 8 batch 81: loss:3.214021; accuracy:0.0867
epoch 8 batch 82: loss:3.144516; accuracy:0.1244
epoch 8 batch 83: loss:3.269272; accuracy:0.1289
epoch 8 batch 84: loss:3.196860; accuracy:0.1311
epoch 8 batch 85: loss:3.174563; accuracy:0.1222
epoch 8 batch 86: loss:3.272855; accuracy:0.1267
epoch 8 batch 87: loss:3.168658; accuracy:0.1311
epoch 8 batch 88: loss:3.248607; accuracy:0.1022
epoch 8 batch 89: loss:3.082325; accuracy:0.1356
epoch 8 batch 90: loss:3.310361; accuracy:0.0822
epoch 8 batch 91: loss:3.222591; accuracy:0.1044
epoch 8 batch 92: loss:3.067529; accuracy:0.1400
epoch 8 batch 93: loss:3.304101; accuracy:0.0733
epoch 8 batch 94: loss:3.131275; accuracy:0.1511
epoch 8 batch 95: loss:3.107233; accuracy:0.1622
epoch 8 batch 96: loss:3.184390; accuracy:0.1000
epoch 8 batch 97: loss:3.201351; accuracy:0.1311
epoch 8 batch 98: loss:3.203494; accuracy:0.1267
epoch 8 batch 99: loss:3.123842; accuracy:0.1356

epoch 8, on val, loss=1.5391 acc=0.3310

==> best loss model (loss = 1.539064), saving model...

epoch 9 batch 0: loss:3.168196; accuracy:0.1289
epoch 9 batch 1: loss:3.218845; accuracy:0.1022
epoch 9 batch 2: loss:3.312742; accuracy:0.0867
epoch 9 batch 3: loss:3.292317; accuracy:0.0911
epoch 9 batch 4: loss:3.270566; accuracy:0.0822
epoch 9 batch 5: loss:3.324302; accuracy:0.1111
epoch 9 batch 6: loss:3.222763; accuracy:0.1000
epoch 9 batch 7: loss:3.209811; accuracy:0.1000
epoch 9 batch 8: loss:3.252718; accuracy:0.1178
epoch 9 batch 9: loss:3.242332; accuracy:0.0778
epoch 9 batch 10: loss:3.134694; accuracy:0.1267
epoch 9 batch 11: loss:3.219910; accuracy:0.0867
epoch 9 batch 12: loss:3.182544; accuracy:0.1244
epoch 9 batch 13: loss:3.201972; accuracy:0.1200
epoch 9 batch 14: loss:3.257434; accuracy:0.1000
epoch 9 batch 15: loss:3.288670; accuracy:0.0778
epoch 9 batch 16: loss:3.171736; accuracy:0.1156
epoch 9 batch 17: loss:3.286023; accuracy:0.0889
epoch 9 batch 18: loss:3.291236; accuracy:0.1200
epoch 9 batch 19: loss:3.245487; accuracy:0.1178
epoch 9 batch 20: loss:3.220614; accuracy:0.1156
epoch 9 batch 21: loss:3.318144; accuracy:0.1244
epoch 9 batch 22: loss:3.218566; accuracy:0.1267
epoch 9 batch 23: loss:3.157777; accuracy:0.1244
epoch 9 batch 24: loss:3.132727; accuracy:0.1222
epoch 9 batch 25: loss:3.213857; accuracy:0.1156
epoch 9 batch 26: loss:3.159237; accuracy:0.1089
epoch 9 batch 27: loss:3.177775; accuracy:0.1156
epoch 9 batch 28: loss:3.202438; accuracy:0.1089
epoch 9 batch 29: loss:3.216405; accuracy:0.1156
epoch 9 batch 30: loss:3.256193; accuracy:0.0911
epoch 9 batch 31: loss:3.269102; accuracy:0.1022
epoch 9 batch 32: loss:3.249413; accuracy:0.1089
epoch 9 batch 33: loss:3.186949; accuracy:0.1533
epoch 9 batch 34: loss:3.350320; accuracy:0.0667
epoch 9 batch 35: loss:3.231117; accuracy:0.0867
epoch 9 batch 36: loss:3.145484; accuracy:0.1244
epoch 9 batch 37: loss:3.184636; accuracy:0.1156
epoch 9 batch 38: loss:3.235996; accuracy:0.1178
epoch 9 batch 39: loss:3.221396; accuracy:0.1133
epoch 9 batch 40: loss:3.105736; accuracy:0.1222
epoch 9 batch 41: loss:3.193518; accuracy:0.1000
epoch 9 batch 42: loss:3.232364; accuracy:0.1111
epoch 9 batch 43: loss:3.234947; accuracy:0.0867
epoch 9 batch 44: loss:3.380946; accuracy:0.0711
epoch 9 batch 45: loss:3.299985; accuracy:0.0889
epoch 9 batch 46: loss:3.179892; accuracy:0.1311
